2026-01-27 00:13:18 | INFO     | ==================================================
2026-01-27 00:13:18 | INFO     | Interactive Bot starting...
2026-01-27 00:13:18 | INFO     | Server: ts1.travian-speed.com
2026-01-27 00:13:18 | INFO     | Username: metalvader
2026-01-27 00:13:18 | INFO     | Initializing Interactive Bot...
2026-01-27 00:13:20 | ERROR    | Initialization failed: [Errno 26] Text file busy: '/root/.wdm/drivers/geckodriver/linux64/v0.36.0/geckodriver'
2026-01-27 00:13:30 | INFO     | ==================================================
2026-01-27 00:13:30 | INFO     | Interactive Bot starting...
2026-01-27 00:13:30 | INFO     | Server: ts1.travian-speed.com
2026-01-27 00:13:30 | INFO     | Username: metalvader
2026-01-27 00:13:30 | INFO     | Initializing Interactive Bot...
2026-01-27 00:13:31 | ERROR    | Initialization failed: [Errno 26] Text file busy: '/root/.wdm/drivers/geckodriver/linux64/v0.36.0/geckodriver'
2026-01-27 00:13:45 | INFO     | ==================================================
2026-01-27 00:13:45 | INFO     | Interactive Bot starting...
2026-01-27 00:13:45 | INFO     | Server: ts1.travian-speed.com
2026-01-27 00:13:45 | INFO     | Username: metalvader
2026-01-27 00:13:45 | INFO     | Initializing Interactive Bot...
2026-01-27 00:13:47 | ERROR    | Initialization failed: [Errno 26] Text file busy: '/root/.wdm/drivers/geckodriver/linux64/v0.36.0/geckodriver'
2026-01-27 00:14:03 | INFO     | ==================================================
2026-01-27 00:14:03 | INFO     | Interactive Bot starting...
2026-01-27 00:14:03 | INFO     | Server: ts1.travian-speed.com
2026-01-27 00:14:03 | INFO     | Username: metalvader
2026-01-27 00:14:03 | INFO     | Initializing Interactive Bot...
2026-01-27 00:14:04 | ERROR    | Initialization failed: [Errno 26] Text file busy: '/root/.wdm/drivers/geckodriver/linux64/v0.36.0/geckodriver'
2026-01-27 00:14:12 | INFO     | ==================================================
2026-01-27 00:14:12 | INFO     | Interactive Bot starting...
2026-01-27 00:14:12 | INFO     | Server: ts1.travian-speed.com
2026-01-27 00:14:12 | INFO     | Username: metalvader
2026-01-27 00:14:12 | INFO     | Initializing Interactive Bot...
2026-01-27 00:14:13 | ERROR    | Initialization failed: [Errno 26] Text file busy: '/root/.wdm/drivers/geckodriver/linux64/v0.36.0/geckodriver'
2026-01-27 00:14:31 | INFO     | ==================================================
2026-01-27 00:14:31 | INFO     | Interactive Bot starting...
2026-01-27 00:14:31 | INFO     | Server: ts1.travian-speed.com
2026-01-27 00:14:31 | INFO     | Username: metalvader
2026-01-27 00:14:31 | INFO     | Initializing Interactive Bot...
2026-01-27 00:14:35 | ERROR    | Initialization failed: [Errno 26] Text file busy: '/root/.wdm/drivers/geckodriver/linux64/v0.36.0/geckodriver'
2026-01-27 00:14:47 | INFO     | ==================================================
2026-01-27 00:14:47 | INFO     | Interactive Bot starting...
2026-01-27 00:14:47 | INFO     | Server: ts1.travian-speed.com
2026-01-27 00:14:47 | INFO     | Username: metalvader
2026-01-27 00:14:47 | INFO     | Initializing Interactive Bot...
2026-01-27 00:14:53 | INFO     | Browser started
2026-01-27 00:14:54 | INFO     | All components initialized successfully
2026-01-27 00:14:54 | INFO     | Logging in as metalvader...
2026-01-27 00:15:08 | INFO     | Login successful
2026-01-27 00:17:08 | INFO     | ==================================================
2026-01-27 00:17:08 | INFO     | Interactive Bot starting...
2026-01-27 00:17:08 | INFO     | Server: ts1.travian-speed.com
2026-01-27 00:17:08 | INFO     | Username: metalvader
2026-01-27 00:17:08 | INFO     | Initializing Interactive Bot...
2026-01-27 00:17:08 | ERROR    | Initialization failed: Could not reach host. Are you offline?
2026-01-27 00:17:11 | INFO     | ==================================================
2026-01-27 00:17:11 | INFO     | Interactive Bot starting...
2026-01-27 00:17:11 | INFO     | Server: ts1.travian-speed.com
2026-01-27 00:17:11 | INFO     | Username: metalvader
2026-01-27 00:17:11 | INFO     | Initializing Interactive Bot...
2026-01-27 00:17:16 | INFO     | Browser started
2026-01-27 00:17:16 | INFO     | All components initialized successfully
2026-01-27 00:17:16 | INFO     | Logging in as metalvader...
2026-01-27 00:17:31 | INFO     | Login successful
2026-01-27 00:38:05 | INFO     | Auto-upgrade completed: 250 upgrades
2026-01-27 00:38:09 | INFO     | Shutting down bot...
2026-01-27 00:38:09 | INFO     | Bot shutdown complete
2026-01-27 00:38:12 | INFO     | ==================================================
2026-01-27 00:38:12 | INFO     | Interactive Bot starting...
2026-01-27 00:38:12 | INFO     | Server: ts1.travian-speed.com
2026-01-27 00:38:12 | INFO     | Username: metalvader
2026-01-27 00:38:12 | INFO     | Initializing Interactive Bot...
2026-01-27 00:51:57 | INFO     | ==================================================
2026-01-27 00:51:57 | INFO     | Interactive Bot starting...
2026-01-27 00:51:57 | INFO     | Server: ts1.travian-speed.com
2026-01-27 00:51:57 | INFO     | Username: metalvader
2026-01-27 00:51:57 | INFO     | Initializing Interactive Bot...
2026-01-27 00:52:02 | INFO     | Browser started
2026-01-27 00:52:02 | INFO     | All components initialized successfully
2026-01-27 00:52:02 | INFO     | Logging in as metalvader...
